,direccion,barrio,distrito,precio,metros
593,"calle de Quart, El Pilar, València",El Pilar,Ciutat Vella,695€/mes,105 m²
594,"calle d'En Sendra, 6, El Pilar, València",El Pilar,Ciutat Vella,800€/mes,85 m²
595,"calle En Sendra, El Pilar, València",El Pilar,Ciutat Vella,800€/mes,85 m²
596,"calle En Plom, El Pilar, València",El Pilar,Ciutat Vella,750€/mes,80 m²
597,"calle Pie de la Cruz, 7, El Pilar, València",El Pilar,Ciutat Vella,1.200€/mes,340 m²
598,"El Pilar, València",El Pilar,Ciutat Vella,1.500€/mes,390 m²
599,"calle Pie de la Cruz, 9, El Pilar, València",El Pilar,Ciutat Vella,800€/mes,130 m²
600,"calle Pie de la Cruz, 7, El Pilar, València",El Pilar,Ciutat Vella,450€/mes,46 m²
601,"calle Pie de la Cruz, 7, El Pilar, València",El Pilar,Ciutat Vella,450€/mes,56 m²
602,"calle de Recared, El Pilar, València",El Pilar,Ciutat Vella,700€/mes,34 m²
603,"calle Guillem de Castro, s/n, El Pilar, València",El Pilar,Ciutat Vella,1.650€/mes,300 m²
604,"calle de Guillem de Castro, El Pilar, València",El Pilar,Ciutat Vella,1.000€/mes,105 m²
605,"calle del Hospital, 2, El Pilar, València",El Pilar,Ciutat Vella,4.800€/mes,491 m²
606,"calle En Plom, 4, El Pilar, València",El Pilar,Ciutat Vella,600€/mes,80 m²
607,"calle de Roger de Flor, 7, El Pilar, València",El Pilar,Ciutat Vella,1.700€/mes,115 m²
608,"Conde Del Real, La Seu, València",La Seu,Ciutat Vella,900€/mes,218 m²
609,"plaza Arzobispo, La Seu, València",La Seu,Ciutat Vella,3.800€/mes,333 m²
610,"Náquera, 7, La Seu, València",La Seu,Ciutat Vella,800€/mes,60 m²
611,"plaza Conde del Real, La Seu, València",La Seu,Ciutat Vella,900€/mes,218 m²
612,"calle del Historiador Chabás, 3, La Seu, València",La Seu,Ciutat Vella,890€/mes,123 m²
613,"calle del Historiador Chabás, La Seu, València",La Seu,Ciutat Vella,984€/mes,123 m²
614,"calle del Historiador Chabás, La Seu, València",La Seu,Ciutat Vella,984€/mes,125 m²
615,"calle de la Tapineria, La Seu, València",La Seu,Ciutat Vella,950€/mes,37 m²
616,"calle dels Trinitaris, 13, La Seu, València",La Seu,Ciutat Vella,950€/mes,190 m²
617,"calle del Historiador Chabás, La Seu, València",La Seu,Ciutat Vella,700€/mes,60 m²
618,"La Seu, València",La Seu,Ciutat Vella,600€/mes,42 m²
619,"calle calatrava, 23, La Seu, València",La Seu,Ciutat Vella,650€/mes,30 m²
620,"obispo amigo, Arrancapins, València",Arrancapins,Extramurs,1.800€/mes,225 m²
621,"plaza Pintor Segrelles, 1, Arrancapins, València",Arrancapins,Extramurs,1.950€/mes,222 m²
622,"calle Pintor Benedito, 5, Arrancapins, València",Arrancapins,Extramurs,1.500€/mes,192 m²
623,"Ramón y Cajal, 61, Arrancapins, València",Arrancapins,Extramurs,1.500€/mes,180 m²
624,"Arrancapins, València",Arrancapins,Extramurs,1.650€/mes,15 m²
625,"calle de Conca, 64, Arrancapins, València",Arrancapins,Extramurs,5.500€/mes,946 m²
626,"avenida de Pérez Galdós, Arrancapins, València",Arrancapins,Extramurs,750€/mes,120 m²
627,"Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,195 m²
628,"calle de Conca, Arrancapins, València",Arrancapins,Extramurs,1.200€/mes,79 m²
629,"Arrancapins, València",Arrancapins,Extramurs,650€/mes,154 m²
630,"calle de Conca, Arrancapins, València",Arrancapins,Extramurs,1.125€/mes,234 m²
631,"calle Marqués de Zenete, Arrancapins, València",Arrancapins,Extramurs,2.400€/mes,342 m²
632,"calle de Jesús, Arrancapins, València",Arrancapins,Extramurs,2.500€/mes,200 m²
633,"maestro sosa, 26, Arrancapins, València",Arrancapins,Extramurs,900€/mes,80 m²
634,"calle de Conca, Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,166 m²
635,"avenida de Pérez Galdós, Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,400 m²
636,"calle de Marvà, 4, Arrancapins, València",Arrancapins,Extramurs,1.900€/mes,241 m²
637,"Pintor Segrelles, Arrancapins, València",Arrancapins,Extramurs,2.100€/mes,212 m²
638,"calle de San José de Calasanz, 26, Arrancapins, València",Arrancapins,Extramurs,700€/mes,108 m²
639,"calle del Historiador Sanchis Sivera, 18, Arrancapins, València",Arrancapins,Extramurs,2.000€/mes,220 m²
640,"Arrancapins, València",Arrancapins,Extramurs,720€/mes,75 m²
641,"calle Cuenca, 64, Arrancapins, València",Arrancapins,Extramurs,5.500€/mes,900 m²
642,"maestro sosa, 26, Arrancapins, València",Arrancapins,Extramurs,900€/mes,80 m²
643,"calle d'Honorat Juan, 16, Arrancapins, València",Arrancapins,Extramurs,1.400€/mes,400 m²
644,"calle de Jesús, Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,237 m²
645,"plaza del Bisbe Amigó, Arrancapins, València",Arrancapins,Extramurs,3.360€/mes,474 m²
646,"Arrancapins, València",Arrancapins,Extramurs,650€/mes,140 m²
647,"Marvá, Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,241 m²
648,"calle Jesús, Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,237 m²
649,"calle Cuenca, Arrancapins, València",Arrancapins,Extramurs,5.500€/mes,945 m²
650,"Arrancapins, València",Arrancapins,Extramurs,810€/mes,150 m²
651,"Arrancapins, València",Arrancapins,Extramurs,1.800€/mes,225 m²
652,"calle de l'Erudit Orellana, Arrancapins, València",Arrancapins,Extramurs,600€/mes,62 m²
653,"Cuenca, Arrancapins, València",Arrancapins,Extramurs,900€/mes,160 m²
654,"calle de Navarra, 12, Arrancapins, València",Arrancapins,Extramurs,1.200€/mes,262 m²
655,"Arrancapins, València",Arrancapins,Extramurs,1.900€/mes,240 m²
656,"pintor benedito, 5, Arrancapins, València",Arrancapins,Extramurs,1.500€/mes,192 m²
657,"calle de Jesús, 38, Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,237 m²
658,"Arrancapins, València",Arrancapins,Extramurs,1.100€/mes,60 m²
659,"Jesus, Arrancapins, València",Arrancapins,Extramurs,2.500€/mes,195 m²
660,"calle Historiador Diago, 25, Arrancapins, València",Arrancapins,Extramurs,1.400€/mes,11 m²
661,"Arrancapins, València",Arrancapins,Extramurs,1.200€/mes,262 m²
662,"plaza Obispo Amigo, Arrancapins, València",Arrancapins,Extramurs,1.800€/mes,225 m²
663,"calle de Jesús, Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,200 m²
664,"Gran Vía de Ramón y Cajal, 61, Arrancapins, València",Arrancapins,Extramurs,1.500€/mes,180 m²
665,"d´Ontinyent, Arrancapins, València",Arrancapins,Extramurs,1.200€/mes,210 m²
666,"calle Angel Guimera, Arrancapins, València",Arrancapins,Extramurs,1.100€/mes,110 m²
667,"Gran Vía de Ramón y Cajal, Arrancapins, València",Arrancapins,Extramurs,1.499€/mes,183 m²
668,"Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,241 m²
669,"Arrancapins, València",Arrancapins,Extramurs,1.800€/mes,177 m²
670,"Arrancapins, València",Arrancapins,Extramurs,1.900€/mes,241 m²
671,"Arrancapins, València",Arrancapins,Extramurs,80.000€/mes,154 m²
672,"calle de Jesús, Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,237 m²
673,"Gran Vía de Ramón y Cajal, 53, Arrancapins, València",Arrancapins,Extramurs,1.500€/mes,180 m²
674,"calle Cuenca, 37, Arrancapins, València",Arrancapins,Extramurs,700€/mes,50 m²
675,"calle del Doctor Sanchis Sivera, 16, Arrancapins, València",Arrancapins,Extramurs,500€/mes,50 m²
676,"calle de l'Assagador de les Monges, 3, Arrancapins, València",Arrancapins,Extramurs,1.200€/mes,82 m²
677,"calle del Doctor Sanchis Sivera, 14, Arrancapins, València",Arrancapins,Extramurs,1.300€/mes,100 m²
678,"Palleter, 26, Arrancapins, València",Arrancapins,Extramurs,800€/mes,113 m²
679,"calle de Salas Quiroga, Arrancapins, València",Arrancapins,Extramurs,450€/mes,45 m²
680,"calle de Salas Quiroga, Arrancapins, València",Arrancapins,Extramurs,450€/mes,45 m²
681,"Carrer de Jesús, Arrancapins, València",Arrancapins,Extramurs,1.820€/mes,250 m²
682,"calle Marqués de Zenete, Arrancapins, València",Arrancapins,Extramurs,500€/mes,52 m²
683,"San Francesc de Borja, Arrancapins, València",Arrancapins,Extramurs,850€/mes,45 m²
684,"Arrancapins, València",Arrancapins,Extramurs,2.850€/mes,237 m²
685,"Arrancapins, València",Arrancapins,Extramurs,1.800€/mes,241 m²
686,"calle Historiador Diago, Arrancapins, València",Arrancapins,Extramurs,1.500€/mes,330 m²
687,"calle de San José de Calasanz, Arrancapins, València",Arrancapins,Extramurs,600€/mes,45 m²
688,"Gran Vía de Ramón y Cajal, Arrancapins, València",Arrancapins,Extramurs,1.500€/mes,183 m²
689,"Arrancapins, València",Arrancapins,Extramurs,845€/mes,120 m²
690,"plaza Obispo Amigo, s/n, Arrancapins, València",Arrancapins,Extramurs,1.800€/mes,225 m²
691,"Arrancapins, València",Arrancapins,Extramurs,5.500€/mes,946 m²
692,"calle del Palleter, Arrancapins, València",Arrancapins,Extramurs,800€/mes,130 m²
693,"Arrancapins, València",Arrancapins,Extramurs,680€/mes,89 m²
694,"Arrancapins, València",Arrancapins,Extramurs,1.500€/mes,210 m²
695,"Arrancapins, València",Arrancapins,Extramurs,1.800€/mes,225 m²
696,"Arrancapins, València",Arrancapins,Extramurs,658€/mes,110 m²
697,"calle Marqués de Zenete, Arrancapins, València",Arrancapins,Extramurs,500€/mes,124 m²
698,"Arrancapins, València",Arrancapins,Extramurs,1.900€/mes,241 m²
699,"Arrancapins, València",Arrancapins,Extramurs,2.200€/mes,237 m²
700,"calle de Conca, 40, Arrancapins, València",Arrancapins,Extramurs,900€/mes,120 m²
701,"calle del Doctor Gil i Morte, 24, Arrancapins, València",Arrancapins,Extramurs,600€/mes,115 m²
702,"plaza Pintor Segrelles, 1, Arrancapins, València",Arrancapins,Extramurs,2.100€/mes,212 m²
703,"calle del Doctor Gil i Morte, 8, Arrancapins, València",Arrancapins,Extramurs,500€/mes,30 m²
704,"calle de Conca, 52, Arrancapins, València",Arrancapins,Extramurs,1.500€/mes,155 m²
705,"Arrancapins, València",Arrancapins,Extramurs,880€/mes,80 m²
706,"calle Angel Guimera, 42, Arrancapins, València",Arrancapins,Extramurs,600€/mes,35 m²
707,"calle de Calixto III, 10, La Petxina, València",La Petxina,Extramurs,1.500€/mes,320 m²
708,"calle de Quart, 139, La Petxina, València",La Petxina,Extramurs,600€/mes,30 m²
709,"calle del Palleter, 41, La Petxina, València",La Petxina,Extramurs,800€/mes,118 m²
710,"avenida San José de la Montaña, 3, La Petxina, València",La Petxina,Extramurs,750€/mes,210 m²
711,"calle de terol, 13, La Petxina, València",La Petxina,Extramurs,800€/mes,140 m²
712,"Palleter, La Petxina, València",La Petxina,Extramurs,1.500€/mes,230 m²
713,"Gran Via de Ferran el Catòlic, La Petxina, València",La Petxina,Extramurs,1.800€/mes,175 m²
714,"calle Maestro Guerrero, La Petxina, València",La Petxina,Extramurs,1.000€/mes,203 m²
715,"Literato Gabriel Miro, 21, La Petxina, València",La Petxina,Extramurs,1.900€/mes,325 m²
716,"calle del Palleter, 59, La Petxina, València",La Petxina,Extramurs,1.200€/mes,236 m²
717,"La Petxina, València",La Petxina,Extramurs,1.990€/mes,250 m²
718,"La Petxina, València",La Petxina,Extramurs,750€/mes,110 m²
719,"calle de Joan Llorenç, La Petxina, València",La Petxina,Extramurs,2.000€/mes,200 m²
720,"calle Juan Llorens, La Petxina, València",La Petxina,Extramurs,2.500€/mes,390 m²
721,"calle de Juan Llorens, 31, La Petxina, València",La Petxina,Extramurs,1.300€/mes,208 m²
722,"La Petxina, València",La Petxina,Extramurs,2.800€/mes,493 m²
723,"calle de Sant Ignasi de Loiola, La Petxina, València",La Petxina,Extramurs,750€/mes,65 m²
724,"calle de Martí l'Humà, 29, La Petxina, València",La Petxina,Extramurs,850€/mes,75 m²
725,"calle Erudito Orellana, La Petxina, València",La Petxina,Extramurs,1.350€/mes,130 m²
726,"calle de Joan Llorenç, La Petxina, València",La Petxina,Extramurs,1.200€/mes,220 m²
727,"calle de Joan Llorenç, La Petxina, València",La Petxina,Extramurs,1.000€/mes,220 m²
728,"calle de Jesús i Maria, La Petxina, València",La Petxina,Extramurs,750€/mes,121 m²
729,"La Petxina, València",La Petxina,Extramurs,600€/mes,80 m²
730,"calle de Juan Llorens, La Petxina, València",La Petxina,Extramurs,1.600€/mes,226 m²
731,"calle Norte, La Petxina, València",La Petxina,Extramurs,850€/mes,134 m²
732,"calle del Palleter, La Petxina, València",La Petxina,Extramurs,1.500€/mes,231 m²
733,"La Petxina, València",La Petxina,Extramurs,1.200€/mes,295 m²
734,"calle de Joan Llorenç, La Petxina, València",La Petxina,Extramurs,950€/mes,55 m²
735,"avenida de Pérez Galdós, 128, La Petxina, València",La Petxina,Extramurs,1.500€/mes,338 m²
736,"calle de Joan Llorenç, La Petxina, València",La Petxina,Extramurs,750€/mes,110 m²
737,"PEReZ Galdos, La Petxina, València",La Petxina,Extramurs,1.500€/mes,338 m²
738,"calle de Quart, 117, La Petxina, València",La Petxina,Extramurs,1.200€/mes,130 m²
739,"La Petxina, València",La Petxina,Extramurs,10.500€/mes,1.741 m²
740,"Local o nave en calle del Literat Gabriel Miró, La Petxina, València",La Petxina,Extramurs,1.900€/mes,324 m²
741,"Terol, La Petxina, València",La Petxina,Extramurs,390€/mes,19 m²
742,"san jose de la montaña, La Petxina, València",La Petxina,Extramurs,890€/mes,110 m²
743,"C. del Dr. Zamenhof, La Petxina, València",La Petxina,Extramurs,800€/mes,160 m²
744,"calle Literato Gabriel Miró, La Petxina, València",La Petxina,Extramurs,1.200€/mes,140 m²
745,"La Petxina, València",La Petxina,Extramurs,1.600€/mes,197 m²
746,"calle de San Ignacio de Loyola, La Petxina, València",La Petxina,Extramurs,700€/mes,50 m²
747,"La Petxina, València",La Petxina,Extramurs,1.200€/mes,220 m²
748,"La Petxina, València",La Petxina,Extramurs,1.000€/mes,165 m²
749,"calle Juan Llorens, La Petxina, València",La Petxina,Extramurs,2.890€/mes,588 m²
750,"La Petxina, València",La Petxina,Extramurs,450€/mes,70 m²
751,"avenida de Pérez Galdós, 92, La Petxina, València",La Petxina,Extramurs,459€/mes,65 m²
752,"La Petxina, València",La Petxina,Extramurs,1.200€/mes,122 m²
753,"La Petxina, València",La Petxina,Extramurs,1.000€/mes,121 m²
754,"calle Norte, 12, La Petxina, València",La Petxina,Extramurs,850€/mes,200 m²
755,"avenida de Sant Josep de la Muntanya, La Petxina, València",La Petxina,Extramurs,1.000€/mes,188 m²
756,"La Petxina, València",La Petxina,Extramurs,650€/mes,62 m²
757,"La Petxina, València",La Petxina,Extramurs,1.000€/mes,90 m²
758,"La Petxina, València",La Petxina,Extramurs,2.000€/mes,255 m²
759,"calle de Ángel Guimerá, 62, La Petxina, València",La Petxina,Extramurs,2.950€/mes,270 m²
760,"avenida San José de la Montaña, 5, La Petxina, València",La Petxina,Extramurs,1.800€/mes,260 m²
761,"avenida San José de la Montaña, La Petxina, València",La Petxina,Extramurs,500€/mes,45 m²
762,"Gran Via de Ferran el Catòlic, La Petxina, València",La Petxina,Extramurs,950€/mes,100 m²
763,"La Petxina, València",La Petxina,Extramurs,800€/mes,153 m²
764,"avenida de Pérez Galdós, 100, La Petxina, València",La Petxina,Extramurs,500€/mes,68 m²
765,"calle del Literat Gabriel Miró, 57, La Petxina, València",La Petxina,Extramurs,1.485€/mes,140 m²
766,"calle del Mestre Guerrero, 8, La Petxina, València",La Petxina,Extramurs,250€/mes,13 m²
767,"La Roqueta, València",La Roqueta,Extramurs,2.500€/mes,328 m²
768,"calle Guillem de Castro, 31, La Roqueta, València",La Roqueta,Extramurs,1.600€/mes,230 m²
769,"calle de Jesús, La Roqueta, València",La Roqueta,Extramurs,800€/mes,75 m²
770,"calle San Vicente Mártir, La Roqueta, València",La Roqueta,Extramurs,3.500€/mes,320 m²
771,"plaza de Vannes, La Roqueta, València",La Roqueta,Extramurs,2.500€/mes,340 m²
772,"calle Guillem de Castro, 31, La Roqueta, València",La Roqueta,Extramurs,1.500€/mes,363 m²
773,"plaza de Vannes, 6, La Roqueta, València",La Roqueta,Extramurs,2.500€/mes,347 m²
774,"calle del Convent de Jerusalem, La Roqueta, València",La Roqueta,Extramurs,2.100€/mes,110 m²
775,"plaza de Vannes, La Roqueta, València",La Roqueta,Extramurs,2.800€/mes,375 m²
776,"calle de Guillem de Castro, 31, La Roqueta, València",La Roqueta,Extramurs,1.500€/mes,210 m²
777,"calle de Jesús, 22, La Roqueta, València",La Roqueta,Extramurs,900€/mes,126 m²
778,"La Roqueta, València",La Roqueta,Extramurs,3.000€/mes,391 m²
779,"La Roqueta, València",La Roqueta,Extramurs,800€/mes,85 m²
780,"plaza España, La Roqueta, València",La Roqueta,Extramurs,4.500€/mes,120 m²
781,"plaza de España, La Roqueta, València",La Roqueta,Extramurs,1.600€/mes,75 m²
782,"plaza de Vannes, La Roqueta, València",La Roqueta,Extramurs,2.050€/mes,170 m²
783,"plaza de Vannes, La Roqueta, València",La Roqueta,Extramurs,2.800€/mes,375 m²
784,"plaza Vannes, La Roqueta, València",La Roqueta,Extramurs,2.000€/mes,169 m²
785,"La Roqueta, València",La Roqueta,Extramurs,1.500€/mes,210 m²
786,"calle del Convento de Jerusalén, La Roqueta, València",La Roqueta,Extramurs,2.300€/mes,280 m²
787,"Guillem De Castro, 33, La Roqueta, València",La Roqueta,Extramurs,700€/mes,286 m²
788,"calle Espartero, La Roqueta, València",La Roqueta,Extramurs,2.500€/mes,490 m²
789,"La Roqueta, València",La Roqueta,Extramurs,2.500€/mes,149 m²
790,"Guillem de Castro, La Roqueta, València",La Roqueta,Extramurs,1.600€/mes,150 m²
791,"plaza Vannes, La Roqueta, València",La Roqueta,Extramurs,2.000€/mes,169 m²
792,"calle Guillem de Castro, La Roqueta, València",La Roqueta,Extramurs,2.500€/mes,132 m²
793,"Espartero, 13, La Roqueta, València",La Roqueta,Extramurs,480€/mes,12 m²
794,"La Roqueta, València",La Roqueta,Extramurs,3.500€/mes,232 m²
795,"Bailen, La Roqueta, València",La Roqueta,Extramurs,3.600€/mes,250 m²
796,"calle del Convento de Jerusalén, 40, La Roqueta, València",La Roqueta,Extramurs,675€/mes,57 m²
797,"Bailen, La Roqueta, València",La Roqueta,Extramurs,3.600€/mes,250 m²
798,"La Roqueta, València",La Roqueta,Extramurs,4.000€/mes,145 m²
799,"calle Troya, La Roqueta, València",La Roqueta,Extramurs,900€/mes,70 m²
800,"calle del Matemàtic Marzal, 6, La Roqueta, València",La Roqueta,Extramurs,189€/mes,8 m²
801,"La Roqueta, València",La Roqueta,Extramurs,3.000€/mes,897 m²
802,"La Roqueta, València",La Roqueta,Extramurs,900€/mes,138 m²
803,"Nave en plaza españa, 2, La Roqueta, València",La Roqueta,Extramurs,190€/mes,20 m²
804,"La Roqueta, València",La Roqueta,Extramurs,650€/mes,50 m²
805,"calle de Conca, 3, La Roqueta, València",La Roqueta,Extramurs,1.300€/mes,82 m²
806,"calle San Valero, 1, Russafa, València",Russafa,Eixample,1.200€/mes,99 m²
807,"calle Centelles, 54, Russafa, València",Russafa,Eixample,6.000€/mes,565 m²
808,"Russafa, València",Russafa,Eixample,950€/mes,90 m²
809,"calle de Russafa, 37, Russafa, València",Russafa,Eixample,1.630€/mes,125 m²
810,"calle dels Sornells, 21, Russafa, València",Russafa,Eixample,1.600€/mes,213 m²
811,"Russafa, València",Russafa,Eixample,1.800€/mes,90 m²
812,"Ruzafa, Russafa, València",Russafa,Eixample,1.630€/mes,125 m²
813,"Nave en calle de Buenos Aires, Russafa, València",Russafa,Eixample,12.000€/mes,1.200 m²
814,"Gran Via de les Germanies, 36, Russafa, València",Russafa,Eixample,3.500€/mes,330 m²
815,"paseo Ruzafa, Russafa, València",Russafa,Eixample,17.800€/mes,440 m²
816,"calle Cabo Jubi, Russafa, València",Russafa,Eixample,2.500€/mes,399 m²
817,"calle de Sueca, Russafa, València",Russafa,Eixample,2.160€/mes,220 m²
818,"calle de Denia, Russafa, València",Russafa,Eixample,1.500€/mes,250 m²
819,"calle de Matias Perelló, 37, Russafa, València",Russafa,Eixample,500€/mes,40 m²
820,"calle d'Alcoi, 6, Russafa, València",Russafa,Eixample,2.000€/mes,210 m²
821,"Russafa, València",Russafa,Eixample,2.000€/mes,200 m²
822,"calle Dénia, 51, Russafa, València",Russafa,Eixample,750€/mes,110 m²
823,"calle de Matías Perelló, Russafa, València",Russafa,Eixample,2.385€/mes,300 m²
824,"avenida del Regne de València, Russafa, València",Russafa,Eixample,4.500€/mes,200 m²
825,"avenida Reino de Valencia, Russafa, València",Russafa,Eixample,600€/mes,36 m²
826,"Cadiz, Russafa, València",Russafa,Eixample,3.000€/mes,298 m²
827,"avenida de Peris i Valero, Russafa, València",Russafa,Eixample,1.600€/mes,202 m²
828,"calle dels Vivons, 10, Russafa, València",Russafa,Eixample,490€/mes,30 m²
829,"Gran Vía Germanías, Russafa, València",Russafa,Eixample,1.800€/mes,89 m²
830,"Gibraltar, Russafa, València",Russafa,Eixample,3.500€/mes,239 m²
831,"calle de Russafa, 16, Russafa, València",Russafa,Eixample,1.700€/mes,35 m²
832,"calle Francisco Sempere, Russafa, València",Russafa,Eixample,900€/mes,130 m²
833,"calle Cuba, Russafa, València",Russafa,Eixample,800€/mes,140 m²
834,"calle de Russafa, Russafa, València",Russafa,Eixample,2.000€/mes,200 m²
835,"Russafa, València",Russafa,Eixample,480€/mes,28 m²
836,"calle de Cuba, Russafa, València",Russafa,Eixample,800€/mes,165 m²
837,"plaza del Baró de Cortés, 30, Russafa, València",Russafa,Eixample,310€/mes,7.684 m²
838,"Russafa, València",Russafa,Eixample,720€/mes,102 m²
839,"calle de Gibraltar, 1, Russafa, València",Russafa,Eixample,1.500€/mes,128 m²
840,"Russafa, València",Russafa,Eixample,2.000€/mes,150 m²
841,"Russafa, València",Russafa,Eixample,3.800€/mes,462 m²
842,"Russafa, València",Russafa,Eixample,3.800€/mes,462 m²
843,"calle de Russafa, Russafa, València",Russafa,Eixample,1.647€/mes,103 m²
844,"Russafa, València",Russafa,Eixample,1.800€/mes,89 m²
845,"Russafa, València",Russafa,Eixample,2.000€/mes,433 m²
846,"calle de Cuba, 42, Russafa, València",Russafa,Eixample,965€/mes,95 m²
847,"calle de Lluís de Santàngel, Russafa, València",Russafa,Eixample,2.500€/mes,165 m²
848,"Ruzafa, Russafa, València",Russafa,Eixample,1.647€/mes,125 m²
849,"plaza Doctor Landete, Russafa, València",Russafa,Eixample,799€/mes,100 m²
850,"Russafa, València",Russafa,Eixample,820€/mes,127 m²
851,"Russafa, València",Russafa,Eixample,650€/mes,64 m²
852,"Russafa, València",Russafa,Eixample,950€/mes,105 m²
853,"gran via de les germanies, 49, Russafa, València",Russafa,Eixample,4.500€/mes,1.000 m²
854,"calle Dénia, Russafa, València",Russafa,Eixample,750€/mes,120 m²
855,"calle de San Valero, Russafa, València",Russafa,Eixample,1.200€/mes,95 m²
856,"calle Ruzafa, Russafa, València",Russafa,Eixample,1.650€/mes,115 m²
857,"Russafa, València",Russafa,Eixample,2.000€/mes,200 m²
858,"calle Sornells, Russafa, València",Russafa,Eixample,970€/mes,70 m²
859,"Russafa, València",Russafa,Eixample,800€/mes,112 m²
860,"Russafa, València",Russafa,Eixample,900€/mes,130 m²
861,"calle dels Sornells, Russafa, València",Russafa,Eixample,1.100€/mes,95 m²
862,"Ruzafa, Russafa, València",Russafa,Eixample,1.629€/mes,125 m²
863,"Russafa, València",Russafa,Eixample,1.647€/mes,125 m²
864,"calle de Russafa, Russafa, València",Russafa,Eixample,1.648€/mes,122 m²
865,"Russafa, València",Russafa,Eixample,3.500€/mes,215 m²
866,"Russafa, València",Russafa,Eixample,1.200€/mes,81 m²
867,"Russafa, València",Russafa,Eixample,800€/mes,75 m²
868,"avenida del Regne de València, 48, Russafa, València",Russafa,Eixample,600€/mes,40 m²
869,"Russafa, València",Russafa,Eixample,2.000€/mes,171 m²
870,"calle de Dénia, 59, Russafa, València",Russafa,Eixample,675€/mes,75 m²
871,"calle de Cuba, 30, Russafa, València",Russafa,Eixample,660€/mes,66 m²
872,"calle de Cadis, 68, Russafa, València",Russafa,Eixample,1.300€/mes,200 m²
873,"calle Cádiz, 94, Russafa, València",Russafa,Eixample,1.200€/mes,175 m²
874,"calle del Literat Azorín, Russafa, València",Russafa,Eixample,800€/mes,110 m²
875,"calle de Sueca, Russafa, València",Russafa,Eixample,1.000€/mes,130 m²
876,"calle de Russafa, Russafa, València",Russafa,Eixample,1.647€/mes,103 m²
877,"Russafa, València",Russafa,Eixample,670€/mes,50 m²
878,"Russafa, València",Russafa,Eixample,1.200€/mes,120 m²
879,"Sant Valeri, Russafa, València",Russafa,Eixample,990€/mes,42 m²
880,"Russafa, València",Russafa,Eixample,1.400€/mes,80 m²
881,"calle Cádiz, Russafa, València",Russafa,Eixample,1.200€/mes,179 m²
882,"Russafa, València",Russafa,Eixample,1.200€/mes,179 m²
883,"calle de Buenos Aires, 5, Russafa, València",Russafa,Eixample,830€/mes,100 m²
884,"Russafa, València",Russafa,Eixample,800€/mes,100 m²
885,"calle de Lluís de Santàngel, 11, Russafa, València",Russafa,Eixample,1.100€/mes,180 m²
886,"calle de Cadis, 60, Russafa, València",Russafa,Eixample,1.300€/mes,150 m²
887,"calle de Castelló, 22, Russafa, València",Russafa,Eixample,400€/mes,255 m²
888,"calle de Cadis, 25, Russafa, València",Russafa,Eixample,700€/mes,90 m²
889,"Russafa, València",Russafa,Eixample,570€/mes,75 m²
890,"plaza del Baró de Cortés, 44, Russafa, València",Russafa,Eixample,220€/mes,16 m²
891,"Russafa, València",Russafa,Eixample,1.647€/mes,115 m²
892,"Russafa, València",Russafa,Eixample,650€/mes,75 m²
893,"Gran Via de les Germanies, 18, Russafa, València",Russafa,Eixample,850€/mes,80 m²
894,"calle de Ciscar, Gran Vía, València",Gran Via,Eixample,1.200€/mes,172 m²
895,"Gran Vía, València",Gran Via,Eixample,1.000€/mes,67 m²
896,"Gran Vía, València",Gran Via,Eixample,3.000€/mes,150 m²
897,"Gran Via Marques del Turia, 32, Gran Vía, València",Gran Via,Eixample,1.000€/mes,69 m²
898,"via Marques del Turia, Gran Vía, València",Gran Via,Eixample,850€/mes,37 m²
899,"Gran Via del Marqués del Túria, Gran Vía, València",Gran Via,Eixample,2.500€/mes,168 m²
900,"calle de Salamanca, Gran Vía, València",Gran Via,Eixample,2.000€/mes,350 m²
901,"calle del Comte d'Altea, Gran Vía, València",Gran Via,Eixample,1.470€/mes,182 m²
902,"calle del Comte d'Altea, Gran Vía, València",Gran Via,Eixample,1.523€/mes,103 m²
903,"calle del Mestre Racional, Gran Vía, València",Gran Via,Eixample,1.150€/mes,137 m²
904,"calle de Salamanca, Gran Vía, València",Gran Via,Eixample,2.300€/mes,171 m²
905,"calle de Joaquín Costa, Gran Vía, València",Gran Via,Eixample,4.000€/mes,1.050 m²
906,"Gran Vía del Marqués del Turia, 16, Gran Vía, València",Gran Via,Eixample,10.000€/mes,581 m²
907,"Gran Vía del Marqués del Turia, Gran Vía, València",Gran Via,Eixample,3.800€/mes,140 m²
908,"Gran Vía, València",Gran Via,Eixample,2.300€/mes,178 m²
909,"calle de Ciscar, Gran Vía, València",Gran Via,Eixample,550€/mes,50 m²
910,"calle de l'Almirall Cadarso, 37, Gran Vía, València",Gran Via,Eixample,1.700€/mes,97 m²
